Store,date,Sales
102,2014-04-16,10203
105,2014-04-16,6000
10,2014-04-16,5629
57,2014-04-16,17177
50,2014-04-16,4820
49,2014-04-16,9234
1086,2014-04-16,11051
1115,2014-04-16,8736
71,2014-04-17,11507
85,2014-04-17,9222
102,2014-04-17,9122
105,2014-04-17,6131
10,2014-04-17,6250
57,2014-04-17,15894
50,2014-04-17,5024
49,2014-04-17,10092
1115,2014-04-17,9265
1086,2014-04-17,9342
85,2014-04-18,12603
71,2014-04-18,0
102,2014-04-18,0
105,2014-04-18,0
10,2014-04-18,0
57,2014-04-18,0
50,2014-04-18,0
49,2014-04-18,0
1086,2014-04-18,0
1115,2014-04-18,0
85,2014-04-19,6417
71,2014-04-19,8888
102,2014-04-19,7339
105,2014-04-19,3884
10,2014-04-19,6187
57,2014-04-19,13564
50,2014-04-19,4819
49,2014-04-19,11131
1115,2014-04-19,8766
1086,2014-04-19,7521
102,2014-04-20,0
85,2014-04-20,7716
71,2014-04-20,0
105,2014-04-20,0
10,2014-04-20,0
57,2014-04-20,0
49,2014-04-20,0
50,2014-04-20,0
1086,2014-04-20,0
1115,2014-04-20,0
71,2014-04-21,0
85,2014-04-21,11476
102,2014-04-21,0
105,2014-04-21,0
10,2014-04-21,0
57,2014-04-21,0
50,2014-04-21,0
49,2014-04-21,0
1086,2014-04-21,0
1115,2014-04-21,0
85,2014-04-22,5546
71,2014-04-22,7858
102,2014-04-22,6281
105,2014-04-22,4087
10,2014-04-22,5969
57,2014-04-22,10411
50,2014-04-22,3361
49,2014-04-22,5961
1086,2014-04-22,5898
1115,2014-04-22,6055
85,2014-04-23,5368
71,2014-04-23,6733
102,2014-04-23,5754
105,2014-04-23,3486
10,2014-04-23,4712
57,2014-04-23,8061
50,2014-04-23,2610
49,2014-04-23,5688
1115,2014-04-23,4372
1086,2014-04-23,5515
85,2014-04-24,5376
71,2014-04-24,6723
102,2014-04-24,5232
105,2014-04-24,3253
10,2014-04-24,4533
57,2014-04-24,9107
50,2014-04-24,2755
49,2014-04-24,5177
1086,2014-04-24,5702
1115,2014-04-24,4077
85,2014-04-25,5619
71,2014-04-25,6541
102,2014-04-25,5100
105,2014-04-25,3369
10,2014-04-25,4936
57,2014-04-25,8948
50,2014-04-25,3362
49,2014-04-25,6309
1115,2014-04-25,4708
1086,2014-04-25,5176
85,2014-04-26,4790
71,2014-04-26,6594
102,2014-04-26,5401
105,2014-04-26,3063
10,2014-04-26,4804
57,2014-04-26,7547
50,2014-04-26,4383
49,2014-04-26,6301
1115,2014-04-26,6553
1086,2014-04-26,4328
85,2014-04-27,10874
71,2014-04-27,0
102,2014-04-27,0
105,2014-04-27,0
10,2014-04-27,0
57,2014-04-27,0
50,2014-04-27,0
49,2014-04-27,0
1115,2014-04-27,0
1086,2014-04-27,0
85,2014-04-28,8902
71,2014-04-28,13565
102,2014-04-28,10929
105,2014-04-28,7283
10,2014-04-28,7910
57,2014-04-28,18434
50,2014-04-28,6392
49,2014-04-28,8895
1115,2014-04-28,8585
1086,2014-04-28,13579
85,2014-04-29,7218
71,2014-04-29,11487
102,2014-04-29,8480
105,2014-04-29,5476
10,2014-04-29,6685
57,2014-04-29,14979
50,2014-04-29,5271
49,2014-04-29,9450
1115,2014-04-29,7364
1086,2014-04-29,10447
71,2014-04-30,12182
85,2014-04-30,9281
102,2014-04-30,12885
105,2014-04-30,5845
10,2014-04-30,7006
57,2014-04-30,16661
50,2014-04-30,6209
49,2014-04-30,8981
1115,2014-04-30,8591
1086,2014-04-30,11259
85,2014-05-01,11656
71,2014-05-01,0
102,2014-05-01,0
105,2014-05-01,0
10,2014-05-01,0
57,2014-05-01,0
50,2014-05-01,0
49,2014-05-01,0
1086,2014-05-01,0
1115,2014-05-01,0
85,2014-05-02,8351
71,2014-05-02,15242
102,2014-05-02,12497
105,2014-05-02,7078
10,2014-05-02,8145
57,2014-05-02,16958
50,2014-05-02,6083
49,2014-05-02,9553
1086,2014-05-02,9708
1115,2014-05-02,9600
85,2014-05-03,5885
71,2014-05-03,7183
102,2014-05-03,7451
105,2014-05-03,3294
10,2014-05-03,5116
57,2014-05-03,8429
50,2014-05-03,4282
49,2014-05-03,7449
1115,2014-05-03,6837
1086,2014-05-03,5730
85,2014-05-04,8298
71,2014-05-04,0
102,2014-05-04,0
105,2014-05-04,0
10,2014-05-04,0
57,2014-05-04,0
50,2014-05-04,0
49,2014-05-04,0
1086,2014-05-04,0
1115,2014-05-04,0
85,2014-05-05,9165
71,2014-05-05,13459
102,2014-05-05,11670
105,2014-05-05,6860
10,2014-05-05,7714
57,2014-05-05,18487
50,2014-05-05,6039
49,2014-05-05,9158
1086,2014-05-05,13531
1115,2014-05-05,8091
85,2014-05-06,7453
71,2014-05-06,11493
102,2014-05-06,9339
105,2014-05-06,5921
10,2014-05-06,6837
57,2014-05-06,13811
50,2014-05-06,4838
49,2014-05-06,8154
1115,2014-05-06,7107
1086,2014-05-06,10715
85,2014-05-07,7044
71,2014-05-07,10196
102,2014-05-07,8344
105,2014-05-07,5642
10,2014-05-07,6372
57,2014-05-07,13278
50,2014-05-07,4930
49,2014-05-07,8153
1115,2014-05-07,6743
1086,2014-05-07,9530
85,2014-05-08,6274
71,2014-05-08,9282
102,2014-05-08,7646
105,2014-05-08,5475
10,2014-05-08,6279
57,2014-05-08,13761
50,2014-05-08,4213
49,2014-05-08,6999
1115,2014-05-08,6727
1086,2014-05-08,9599
85,2014-05-09,7179
71,2014-05-09,11218
102,2014-05-09,7646
105,2014-05-09,6123
10,2014-05-09,6547
57,2014-05-09,13148
50,2014-05-09,5063
49,2014-05-09,8659
1086,2014-05-09,9148
1115,2014-05-09,7165
85,2014-05-10,5171
71,2014-05-10,7832
102,2014-05-10,6612
105,2014-05-10,3771
10,2014-05-10,4632
57,2014-05-10,9133
50,2014-05-10,4489
49,2014-05-10,8650
1115,2014-05-10,7446
1086,2014-05-10,5534
85,2014-05-11,11528
71,2014-05-11,0
102,2014-05-11,0
105,2014-05-11,0
10,2014-05-11,0
57,2014-05-11,0
50,2014-05-11,0
49,2014-05-11,0
1115,2014-05-11,0
1086,2014-05-11,0
85,2014-05-12,5613
71,2014-05-12,6245
102,2014-05-12,5941
105,2014-05-12,3818
10,2014-05-12,4404
57,2014-05-12,9035
50,2014-05-12,2888
49,2014-05-12,5344
1115,2014-05-12,4150
1086,2014-05-12,5652
85,2014-05-13,5150
71,2014-05-13,6865
102,2014-05-13,5342
105,2014-05-13,4092
10,2014-05-13,5471
57,2014-05-13,8765
50,2014-05-13,2591
49,2014-05-13,6213
1115,2014-05-13,4253
1086,2014-05-13,5806
85,2014-05-14,5495
71,2014-05-14,6897
102,2014-05-14,5448
105,2014-05-14,4000
10,2014-05-14,5002
57,2014-05-14,9135
50,2014-05-14,2850
49,2014-05-14,6080
1115,2014-05-14,4107
1086,2014-05-14,5042
85,2014-05-15,5239
71,2014-05-15,6891
102,2014-05-15,5749
105,2014-05-15,3967
10,2014-05-15,4677
57,2014-05-15,9665
50,2014-05-15,3472
49,2014-05-15,5476
1115,2014-05-15,4582
1086,2014-05-15,5622
71,2014-05-16,7746
85,2014-05-16,5712
102,2014-05-16,5535
105,2014-05-16,4299
10,2014-05-16,5023
57,2014-05-16,9677
50,2014-05-16,2871
49,2014-05-16,6243
1115,2014-05-16,4728
1086,2014-05-16,5547
85,2014-05-17,5523
71,2014-05-17,6381
102,2014-05-17,5953
105,2014-05-17,2757
10,2014-05-17,4608
57,2014-05-17,8684
50,2014-05-17,3823
49,2014-05-17,6731
1086,2014-05-17,4579
1115,2014-05-17,5720
85,2014-05-18,10400
71,2014-05-18,0
102,2014-05-18,0
105,2014-05-18,0
10,2014-05-18,0
57,2014-05-18,0
50,2014-05-18,0
49,2014-05-18,0
1115,2014-05-18,0
1086,2014-05-18,0
102,2014-05-19,10974
85,2014-05-19,8599
71,2014-05-19,13231
105,2014-05-19,6284
10,2014-05-19,7880
57,2014-05-19,16085
49,2014-05-19,8267
50,2014-05-19,5368
1086,2014-05-19,11113
1115,2014-05-19,8983
71,2014-05-20,10413
85,2014-05-20,6471
102,2014-05-20,9007
105,2014-05-20,5204
10,2014-05-20,6611
57,2014-05-20,12461
50,2014-05-20,4162
49,2014-05-20,7549
1086,2014-05-20,9153
1115,2014-05-20,6786
85,2014-05-21,6450
71,2014-05-21,9867
102,2014-05-21,7612
105,2014-05-21,5237
10,2014-05-21,5724
57,2014-05-21,11603
50,2014-05-21,4493
49,2014-05-21,8131
1086,2014-05-21,8678
1115,2014-05-21,5982
71,2014-05-22,10303
85,2014-05-22,7046
102,2014-05-22,6578
105,2014-05-22,4883
10,2014-05-22,5448
57,2014-05-22,10737
50,2014-05-22,4436
49,2014-05-22,6307
1115,2014-05-22,5267
1086,2014-05-22,7761
85,2014-05-23,7148
71,2014-05-23,10399
102,2014-05-23,7767
105,2014-05-23,5848
10,2014-05-23,5890
57,2014-05-23,12035
50,2014-05-23,4545
49,2014-05-23,7999
1086,2014-05-23,8228
1115,2014-05-23,7596
85,2014-05-24,5741
71,2014-05-24,7105
102,2014-05-24,5337
105,2014-05-24,3101
10,2014-05-24,5034
57,2014-05-24,7399
50,2014-05-24,4291
49,2014-05-24,8117
1086,2014-05-24,4782
1115,2014-05-24,7154
85,2014-05-25,11655
71,2014-05-25,0
102,2014-05-25,0
105,2014-05-25,0
10,2014-05-25,0
57,2014-05-25,0
50,2014-05-25,0
49,2014-05-25,0
1115,2014-05-25,0
1086,2014-05-25,0
85,2014-05-26,6475
71,2014-05-26,6588
102,2014-05-26,5508
105,2014-05-26,4563
10,2014-05-26,6172
57,2014-05-26,9164
50,2014-05-26,3281
49,2014-05-26,5777
1115,2014-05-26,4654
1086,2014-05-26,5175
85,2014-05-27,6057
71,2014-05-27,7609
102,2014-05-27,5358
105,2014-05-27,4423
10,2014-05-27,5303
57,2014-05-27,9397
50,2014-05-27,3542
49,2014-05-27,6810
1115,2014-05-27,4861
1086,2014-05-27,5322
85,2014-05-28,7429
71,2014-05-28,9027
102,2014-05-28,6824
105,2014-05-28,5594
10,2014-05-28,5230
57,2014-05-28,11764
50,2014-05-28,4061
49,2014-05-28,8674
1115,2014-05-28,7513
1086,2014-05-28,6049
85,2014-05-29,14415
71,2014-05-29,0
102,2014-05-29,0
105,2014-05-29,0
10,2014-05-29,0
57,2014-05-29,0
50,2014-05-29,0
49,2014-05-29,0
1086,2014-05-29,0
1115,2014-05-29,0
85,2014-05-30,7055
71,2014-05-30,12416
102,2014-05-30,13231
105,2014-05-30,6126
10,2014-05-30,6624
57,2014-05-30,16120
50,2014-05-30,5376
49,2014-05-30,9285
1086,2014-05-30,8378
1115,2014-05-30,9877
85,2014-05-31,5896
71,2014-05-31,8314
102,2014-05-31,9188
105,2014-05-31,3707
10,2014-05-31,5322
57,2014-05-31,10140
50,2014-05-31,3855
49,2014-05-31,7239
1115,2014-05-31,6767
1086,2014-05-31,4828
85,2014-06-01,11528
71,2014-06-01,0
102,2014-06-01,0
105,2014-06-01,0
10,2014-06-01,0
57,2014-06-01,0
50,2014-06-01,0
49,2014-06-01,0
1115,2014-06-01,0
1086,2014-06-01,0
85,2014-06-02,9424
71,2014-06-02,14383
102,2014-06-02,13783
105,2014-06-02,7898
10,2014-06-02,9211
57,2014-06-02,19571
50,2014-06-02,5976
49,2014-06-02,10996
1115,2014-06-02,8873
1086,2014-06-02,12158
85,2014-06-03,7519
71,2014-06-03,11982
102,2014-06-03,10350
105,2014-06-03,5968
10,2014-06-03,6491
57,2014-06-03,15389
50,2014-06-03,5320
49,2014-06-03,9462
1115,2014-06-03,7025
1086,2014-06-03,9967
85,2014-06-04,7175
71,2014-06-04,11157
102,2014-06-04,9154
105,2014-06-04,5905
10,2014-06-04,6406
57,2014-06-04,12712
50,2014-06-04,4966
49,2014-06-04,9340
1115,2014-06-04,7065
1086,2014-06-04,9924
71,2014-06-05,12150
85,2014-06-05,7078
102,2014-06-05,8086
105,2014-06-05,5486
10,2014-06-05,6711
57,2014-06-05,14137
50,2014-06-05,4812
49,2014-06-05,7391
1115,2014-06-05,7502
1086,2014-06-05,9919
71,2014-06-06,11311
85,2014-06-06,7821
102,2014-06-06,8475
105,2014-06-06,6580
10,2014-06-06,6907
57,2014-06-06,13302
50,2014-06-06,4846
49,2014-06-06,8806
1115,2014-06-06,7038
1086,2014-06-06,8348
85,2014-06-07,6266
71,2014-06-07,7274
102,2014-06-07,5304
105,2014-06-07,4079
10,2014-06-07,5189
57,2014-06-07,9111
50,2014-06-07,3988
49,2014-06-07,8051
1115,2014-06-07,6965
1086,2014-06-07,5232
102,2014-06-08,0
85,2014-06-08,12346
105,2014-06-08,0
71,2014-06-08,0
10,2014-06-08,0
57,2014-06-08,0
49,2014-06-08,0
50,2014-06-08,0
1115,2014-06-08,0
1086,2014-06-08,0
85,2014-06-09,12815
71,2014-06-09,0
102,2014-06-09,0
105,2014-06-09,0
10,2014-06-09,0
57,2014-06-09,0
50,2014-06-09,0
49,2014-06-09,0
1115,2014-06-09,0
1086,2014-06-09,0
71,2014-06-10,8645
85,2014-06-10,6746
102,2014-06-10,4063
105,2014-06-10,4211
10,2014-06-10,5762
57,2014-06-10,10235
50,2014-06-10,4400
49,2014-06-10,7487
1115,2014-06-10,5961
1086,2014-06-10,6647
85,2014-06-11,5957
71,2014-06-11,7221
102,2014-06-11,6411
105,2014-06-11,4418
10,2014-06-11,5163
57,2014-06-11,9759
50,2014-06-11,3354
49,2014-06-11,6374
1115,2014-06-11,5098
1086,2014-06-11,5181
85,2014-06-12,5704
71,2014-06-12,7698
102,2014-06-12,6218
105,2014-06-12,3626
10,2014-06-12,5746
57,2014-06-12,11856
50,2014-06-12,3730
49,2014-06-12,6290
1086,2014-06-12,6585
1115,2014-06-12,5136
85,2014-06-13,6399
71,2014-06-13,8760
102,2014-06-13,5681
105,2014-06-13,4002
10,2014-06-13,5047
57,2014-06-13,10529
50,2014-06-13,3534
49,2014-06-13,7018
1086,2014-06-13,5453
1115,2014-06-13,5354
85,2014-06-14,5081
71,2014-06-14,7073
102,2014-06-14,6844
105,2014-06-14,2848
10,2014-06-14,5188
57,2014-06-14,8060
50,2014-06-14,4389
49,2014-06-14,7559
1115,2014-06-14,6548
1086,2014-06-14,4871
85,2014-06-15,12348
71,2014-06-15,0
102,2014-06-15,0
105,2014-06-15,0
10,2014-06-15,0
57,2014-06-15,0
50,2014-06-15,0
49,2014-06-15,0
1115,2014-06-15,0
1086,2014-06-15,0
85,2014-06-16,8136
71,2014-06-16,13507
102,2014-06-16,11522
105,2014-06-16,7107
10,2014-06-16,6816
57,2014-06-16,38037
50,2014-06-16,6275
49,2014-06-16,9466
1115,2014-06-16,9217
1086,2014-06-16,13344
85,2014-06-17,7201
71,2014-06-17,11153
102,2014-06-17,10451
105,2014-06-17,5245
10,2014-06-17,6750
57,2014-06-17,34692
50,2014-06-17,5574
49,2014-06-17,8633
1115,2014-06-17,8226
1086,2014-06-17,9911
85,2014-06-18,7015
71,2014-06-18,11725
102,2014-06-18,9196
105,2014-06-18,6048
10,2014-06-18,5833
57,2014-06-18,25435
50,2014-06-18,5046
49,2014-06-18,8964
1115,2014-06-18,7863
1086,2014-06-18,10647
85,2014-06-19,7036
71,2014-06-19,0
102,2014-06-19,0
105,2014-06-19,0
10,2014-06-19,5484
57,2014-06-19,18106
50,2014-06-19,0
49,2014-06-19,0
1086,2014-06-19,0
1115,2014-06-19,0
85,2014-06-20,6962
71,2014-06-20,13642
102,2014-06-20,11371
105,2014-06-20,5897
10,2014-06-20,5656
57,2014-06-20,10677
50,2014-06-20,5973
49,2014-06-20,9996
1086,2014-06-20,11542
1115,2014-06-20,10477
85,2014-06-21,5141
71,2014-06-21,7124
102,2014-06-21,6165
105,2014-06-21,3281
10,2014-06-21,4282
57,2014-06-21,5983
50,2014-06-21,3933
49,2014-06-21,6705
1115,2014-06-21,5804
1086,2014-06-21,4785
85,2014-06-22,12640
71,2014-06-22,0
102,2014-06-22,0
105,2014-06-22,0
10,2014-06-22,0
57,2014-06-22,0
50,2014-06-22,0
49,2014-06-22,0
1115,2014-06-22,0
1086,2014-06-22,0
85,2014-06-23,6179
71,2014-06-23,7180
102,2014-06-23,6142
105,2014-06-23,4861
10,2014-06-23,5683
57,2014-06-23,0
50,2014-06-23,3015
49,2014-06-23,6000
1115,2014-06-23,5220
1086,2014-06-23,5748
85,2014-06-24,5690
71,2014-06-24,6311
102,2014-06-24,4925
105,2014-06-24,3998
10,2014-06-24,5442
57,2014-06-24,0
50,2014-06-24,3050
49,2014-06-24,5688
1115,2014-06-24,4309
1086,2014-06-24,5522
85,2014-06-25,6319
71,2014-06-25,7790
102,2014-06-25,5034
105,2014-06-25,3736
10,2014-06-25,4823
57,2014-06-25,0
50,2014-06-25,3038
49,2014-06-25,5550
1115,2014-06-25,4009
1086,2014-06-25,5604
102,2014-06-26,4984
85,2014-06-26,5991
105,2014-06-26,3863
71,2014-06-26,6419
10,2014-06-26,4633
57,2014-06-26,0
49,2014-06-26,4701
50,2014-06-26,2323
1115,2014-06-26,4422
1086,2014-06-26,5244
85,2014-06-27,6627
71,2014-06-27,7804
102,2014-06-27,5313
105,2014-06-27,4358
10,2014-06-27,4626
57,2014-06-27,0
50,2014-06-27,3816
49,2014-06-27,6789
1086,2014-06-27,5262
1115,2014-06-27,5152
85,2014-06-28,5417
71,2014-06-28,7234
102,2014-06-28,5976
105,2014-06-28,3073
10,2014-06-28,4606
57,2014-06-28,0
50,2014-06-28,4555
49,2014-06-28,7782
1086,2014-06-28,4468
1115,2014-06-28,7479
85,2014-06-29,13465
71,2014-06-29,0
102,2014-06-29,0
105,2014-06-29,0
10,2014-06-29,0
57,2014-06-29,0
50,2014-06-29,0
49,2014-06-29,0
1115,2014-06-29,0
1086,2014-06-29,0
85,2014-06-30,9688
71,2014-06-30,16143
102,2014-06-30,15207
105,2014-06-30,7664
10,2014-06-30,7707
57,2014-06-30,0
50,2014-06-30,7752
49,2014-06-30,10593
1115,2014-06-30,10667
1086,2014-06-30,15392
85,2014-07-01,8273
71,2014-07-01,13262
105,2014-07-01,5836
102,2014-07-01,11458
10,2014-07-01,6192
57,2014-07-01,0
50,2014-07-01,5407
49,2014-07-01,8945
1115,2014-07-01,8071
1086,2014-07-01,10484
85,2014-07-02,8513
71,2014-07-02,12849
102,2014-07-02,10338
105,2014-07-02,5944
10,2014-07-02,5951
57,2014-07-02,0
50,2014-07-02,4924
49,2014-07-02,7486
1115,2014-07-02,7214
1086,2014-07-02,9205
85,2014-07-03,7083
71,2014-07-03,11271
102,2014-07-03,8029
105,2014-07-03,5006
10,2014-07-03,5637
57,2014-07-03,0
50,2014-07-03,4537
49,2014-07-03,7361
1115,2014-07-03,6477
1086,2014-07-03,8664
85,2014-07-04,7072
71,2014-07-04,9884
102,2014-07-04,6235
105,2014-07-04,4830
10,2014-07-04,5176
57,2014-07-04,0
50,2014-07-04,4332
49,2014-07-04,6877
1086,2014-07-04,7142
1115,2014-07-04,5958
85,2014-07-05,5872
71,2014-07-05,6870
102,2014-07-05,5419
105,2014-07-05,2706
10,2014-07-05,5038
57,2014-07-05,11123
50,2014-07-05,4398
49,2014-07-05,7573
1115,2014-07-05,7538
1086,2014-07-05,4716
85,2014-07-06,13119
71,2014-07-06,0
105,2014-07-06,0
102,2014-07-06,0
10,2014-07-06,0
57,2014-07-06,0
50,2014-07-06,0
49,2014-07-06,0
1115,2014-07-06,0
1086,2014-07-06,0
85,2014-07-07,6241
71,2014-07-07,8966
102,2014-07-07,6439
105,2014-07-07,4606
10,2014-07-07,5614
57,2014-07-07,18856
50,2014-07-07,3236
49,2014-07-07,5805
1115,2014-07-07,4656
1086,2014-07-07,5983
85,2014-07-08,5920
71,2014-07-08,7515
102,2014-07-08,4283
105,2014-07-08,3385
10,2014-07-08,4830
57,2014-07-08,14847
49,2014-07-08,6488
50,2014-07-08,2993
1115,2014-07-08,4884
1086,2014-07-08,6332
85,2014-07-09,6799
71,2014-07-09,7395
102,2014-07-09,3497
105,2014-07-09,3529
10,2014-07-09,3567
57,2014-07-09,11315
50,2014-07-09,2933
49,2014-07-09,5422
1115,2014-07-09,4559
1086,2014-07-09,5187
85,2014-07-10,5666
71,2014-07-10,7701
102,2014-07-10,5278
105,2014-07-10,3705
10,2014-07-10,4693
57,2014-07-10,12155
49,2014-07-10,6030
50,2014-07-10,3294
1115,2014-07-10,4886
1086,2014-07-10,6063
85,2014-07-11,6327
71,2014-07-11,8151
102,2014-07-11,2241
105,2014-07-11,4373
10,2014-07-11,5331
57,2014-07-11,10840
50,2014-07-11,3078
49,2014-07-11,7065
1115,2014-07-11,5409
1086,2014-07-11,5834
85,2014-07-12,5786
71,2014-07-12,6988
102,2014-07-12,0
105,2014-07-12,3394
10,2014-07-12,4682
57,2014-07-12,8937
49,2014-07-12,7388
50,2014-07-12,3988
1115,2014-07-12,6920
1086,2014-07-12,4648
85,2014-07-13,13596
71,2014-07-13,0
105,2014-07-13,0
102,2014-07-13,0
10,2014-07-13,0
57,2014-07-13,0
50,2014-07-13,0
49,2014-07-13,0
1086,2014-07-13,0
1115,2014-07-13,0
85,2014-07-14,7293
71,2014-07-14,13323
105,2014-07-14,6275
102,2014-07-14,0
10,2014-07-14,7386
57,2014-07-14,12623
50,2014-07-14,5414
49,2014-07-14,10161
1086,2014-07-14,13129
1115,2014-07-14,7377
85,2014-07-15,7011
71,2014-07-15,11371
105,2014-07-15,6166
102,2014-07-15,0
10,2014-07-15,6704
57,2014-07-15,11112
50,2014-07-15,4851
49,2014-07-15,8125
1115,2014-07-15,6576
1086,2014-07-15,10062
85,2014-07-16,6952
71,2014-07-16,9533
102,2014-07-16,0
105,2014-07-16,4918
10,2014-07-16,6726
57,2014-07-16,9771
50,2014-07-16,5182
49,2014-07-16,7706
1086,2014-07-16,9634
1115,2014-07-16,6456
85,2014-07-17,6874
71,2014-07-17,9750
105,2014-07-17,5506
102,2014-07-17,0
10,2014-07-17,6070
57,2014-07-17,9549
50,2014-07-17,4625
49,2014-07-17,6893
1115,2014-07-17,6495
1086,2014-07-17,7605
85,2014-07-18,6906
71,2014-07-18,9445
102,2014-07-18,0
105,2014-07-18,4638
10,2014-07-18,6424
57,2014-07-18,8926
50,2014-07-18,4664
49,2014-07-18,8205
1086,2014-07-18,5894
1115,2014-07-18,6704
85,2014-07-19,4751
71,2014-07-19,7089
105,2014-07-19,2944
102,2014-07-19,0
10,2014-07-19,4682
57,2014-07-19,5681
50,2014-07-19,3514
49,2014-07-19,7271
1086,2014-07-19,3082
1115,2014-07-19,6066
85,2014-07-20,10696
71,2014-07-20,0
102,2014-07-20,0
105,2014-07-20,0
10,2014-07-20,0
57,2014-07-20,0
50,2014-07-20,0
49,2014-07-20,0
1115,2014-07-20,0
1086,2014-07-20,0
85,2014-07-21,5875
71,2014-07-21,7899
105,2014-07-21,4494
102,2014-07-21,0
10,2014-07-21,5703
57,2014-07-21,7425
50,2014-07-21,3671
49,2014-07-21,6014
1086,2014-07-21,4596
1115,2014-07-21,5085
85,2014-07-22,5541
71,2014-07-22,7137
105,2014-07-22,4023
102,2014-07-22,0
10,2014-07-22,4632
57,2014-07-22,6751
50,2014-07-22,2902
49,2014-07-22,5638
1086,2014-07-22,4196
1115,2014-07-22,4604
85,2014-07-23,5388
71,2014-07-23,6711
105,2014-07-23,3942
102,2014-07-23,0
10,2014-07-23,5096
57,2014-07-23,5701
50,2014-07-23,3000
49,2014-07-23,5709
1086,2014-07-23,4433
1115,2014-07-23,4831
85,2014-07-24,5610
71,2014-07-24,6983
102,2014-07-24,0
105,2014-07-24,3998
10,2014-07-24,4833
57,2014-07-24,7072
50,2014-07-24,3183
49,2014-07-24,6220
1115,2014-07-24,5639
1086,2014-07-24,4072
85,2014-07-25,5246
71,2014-07-25,7321
105,2014-07-25,4047
102,2014-07-25,12639
10,2014-07-25,5027
57,2014-07-25,6303
50,2014-07-25,3433
49,2014-07-25,6323
1086,2014-07-25,4473
1115,2014-07-25,6004
85,2014-07-26,5033
71,2014-07-26,6127
102,2014-07-26,9826
105,2014-07-26,3141
10,2014-07-26,5429
57,2014-07-26,5261
50,2014-07-26,4178
49,2014-07-26,7394
1086,2014-07-26,3665
1115,2014-07-26,7806
85,2014-07-27,11045
71,2014-07-27,0
102,2014-07-27,0
105,2014-07-27,0
10,2014-07-27,0
57,2014-07-27,0
50,2014-07-27,0
49,2014-07-27,0
1115,2014-07-27,0
1086,2014-07-27,0
85,2014-07-28,7915
71,2014-07-28,12897
102,2014-07-28,9626
105,2014-07-28,7327
10,2014-07-28,8422
57,2014-07-28,14018
50,2014-07-28,5914
49,2014-07-28,10121
1115,2014-07-28,8501
1086,2014-07-28,10023
85,2014-07-29,7078
71,2014-07-29,10356
102,2014-07-29,8620
105,2014-07-29,6351
10,2014-07-29,6635
57,2014-07-29,9893
50,2014-07-29,5168
49,2014-07-29,9136
1086,2014-07-29,8143
1115,2014-07-29,7220
85,2014-07-30,7207
71,2014-07-30,11175
102,2014-07-30,8875
105,2014-07-30,6282
10,2014-07-30,6316
57,2014-07-30,8842
50,2014-07-30,4977
49,2014-07-30,9649
1086,2014-07-30,8589
1115,2014-07-30,7667
85,2014-07-31,8121
71,2014-07-31,11440
105,2014-07-31,6712
102,2014-07-31,12002
10,2014-07-31,6637
57,2014-07-31,11059
50,2014-07-31,5467
49,2014-07-31,9568
1086,2014-07-31,8960
1115,2014-07-31,8050
85,2014-08-01,7855
71,2014-08-01,10100
105,2014-08-01,5308
102,2014-08-01,9641
10,2014-08-01,6997
57,2014-08-01,10032
50,2014-08-01,5137
49,2014-08-01,9048
1115,2014-08-01,8580
1086,2014-08-01,6625
85,2014-08-02,5845
71,2014-08-02,6828
102,2014-08-02,5882
105,2014-08-02,3161
10,2014-08-02,5284
57,2014-08-02,5695
50,2014-08-02,4617
49,2014-08-02,8022
1115,2014-08-02,6455
1086,2014-08-02,3706
85,2014-08-03,12265
71,2014-08-03,0
102,2014-08-03,0
105,2014-08-03,0
10,2014-08-03,0
57,2014-08-03,0
50,2014-08-03,0
49,2014-08-03,0
1115,2014-08-03,0
1086,2014-08-03,0
85,2014-08-04,8779
71,2014-08-04,14300
102,2014-08-04,11784
105,2014-08-04,6879
10,2014-08-04,7049
57,2014-08-04,11455
50,2014-08-04,6202
49,2014-08-04,10251
1086,2014-08-04,11682
1115,2014-08-04,8457
85,2014-08-05,7055
71,2014-08-05,10216
105,2014-08-05,5019
102,2014-08-05,9278
10,2014-08-05,6201
57,2014-08-05,10624
50,2014-08-05,4846
49,2014-08-05,9302
1115,2014-08-05,7028
1086,2014-08-05,8295
85,2014-08-06,7098
71,2014-08-06,9310
102,2014-08-06,8004
105,2014-08-06,5039
10,2014-08-06,5811
57,2014-08-06,8361
50,2014-08-06,4913
49,2014-08-06,6990
1115,2014-08-06,5746
1086,2014-08-06,7115
85,2014-08-07,6605
71,2014-08-07,8684
102,2014-08-07,7291
105,2014-08-07,5372
10,2014-08-07,5452
57,2014-08-07,9816
50,2014-08-07,4656
49,2014-08-07,8029
1115,2014-08-07,6616
1086,2014-08-07,7192
85,2014-08-08,6565
71,2014-08-08,9295
102,2014-08-08,6837
105,2014-08-08,4742
10,2014-08-08,5683
57,2014-08-08,8351
50,2014-08-08,4098
49,2014-08-08,7468
1115,2014-08-08,6069
1086,2014-08-08,6139
85,2014-08-09,5242
71,2014-08-09,6576
105,2014-08-09,3008
102,2014-08-09,5689
10,2014-08-09,4420
57,2014-08-09,5248
50,2014-08-09,3846
49,2014-08-09,7594
1115,2014-08-09,6641
1086,2014-08-09,3410
85,2014-08-10,12129
71,2014-08-10,0
102,2014-08-10,0
105,2014-08-10,0
10,2014-08-10,0
57,2014-08-10,0
50,2014-08-10,0
