Store,date,Sales,Open,Promo,Promo2,SchoolHoliday,CompetitionDistance,CompetitionActive,StateHoliday,StoreType,Assortment,PromoInterval
102,2014-06-09,0,0,0,1,0,150.0,0,a,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-09,0,0,0,1,0,6190.0,0,a,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-09,0,0,0,0,0,3160.0,0,a,a,a,No_Promo2
57,2014-06-09,0,0,0,0,0,420.0,0,a,d,c,No_Promo2
50,2014-06-09,0,0,0,0,0,6260.0,0,a,d,a,No_Promo2
49,2014-06-09,0,0,0,0,0,16160.0,0,a,d,c,No_Promo2
1115,2014-06-09,0,0,0,1,0,5350.0,0,a,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-09,0,0,0,1,0,180.0,0,a,a,a,"Feb,May,Aug,Nov"
71,2014-06-10,8645,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
85,2014-06-10,6746,1,0,0,0,1870.0,0,0,b,a,No_Promo2
102,2014-06-10,4063,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-10,4211,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-10,5762,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2014-06-10,10235,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-10,4400,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-10,7487,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1115,2014-06-10,5961,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-10,6647,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-11,5957,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-11,7221,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-11,6411,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-11,4418,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-11,5163,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-11,9759,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-11,3354,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-11,6374,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1115,2014-06-11,5098,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-11,5181,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-12,5704,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-12,7698,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-12,6218,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-12,3626,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-12,5746,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-12,11856,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-12,3730,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-12,6290,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1086,2014-06-12,6585,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-06-12,5136,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-13,6399,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-13,8760,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-13,5681,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-13,4002,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-13,5047,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-13,10529,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-13,3534,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-13,7018,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1086,2014-06-13,5453,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-06-13,5354,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-14,5081,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-14,7073,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-14,6844,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-14,2848,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-14,5188,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-14,8060,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-14,4389,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-14,7559,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-14,6548,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-14,4871,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-15,12348,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-15,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-15,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-15,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-15,0,0,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-15,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-15,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-15,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-15,0,0,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-15,0,0,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-16,8136,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-16,13507,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-16,11522,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-16,7107,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-16,6816,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-16,38037,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-16,6275,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-16,9466,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2014-06-16,9217,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-16,13344,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-17,7201,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-17,11153,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-17,10451,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-17,5245,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-17,6750,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-17,34692,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-17,5574,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-17,8633,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2014-06-17,8226,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-17,9911,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-18,7015,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-18,11725,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-18,9196,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-18,6048,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-18,5833,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-18,25435,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-18,5046,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-18,8964,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2014-06-18,7863,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-18,10647,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-19,7036,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-19,0,0,1,1,0,16160.0,0,a,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-19,0,0,1,1,0,150.0,0,a,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-19,0,0,1,1,1,6190.0,0,a,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-19,5484,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-19,18106,1,1,0,0,420.0,0,a,d,c,No_Promo2
50,2014-06-19,0,0,1,0,0,6260.0,0,a,d,a,No_Promo2
49,2014-06-19,0,0,1,0,1,16160.0,0,a,d,c,No_Promo2
1086,2014-06-19,0,0,1,1,0,180.0,0,a,a,a,"Feb,May,Aug,Nov"
1115,2014-06-19,0,0,1,1,0,5350.0,0,a,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-20,6962,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-20,13642,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-20,11371,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-20,5897,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-20,5656,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-20,10677,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-20,5973,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-20,9996,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1086,2014-06-20,11542,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-06-20,10477,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-21,5141,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-21,7124,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-21,6165,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-21,3281,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-21,4282,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-21,5983,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-21,3933,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-21,6705,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-21,5804,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-21,4785,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-22,12640,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-22,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-22,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-22,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-22,0,0,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-22,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-22,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-22,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-22,0,0,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-22,0,0,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-23,6179,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-23,7180,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-23,6142,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-23,4861,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-23,5683,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-23,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-23,3015,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-23,6000,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-23,5220,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-23,5748,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-24,5690,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-24,6311,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-24,4925,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-24,3998,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-24,5442,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-24,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-24,3050,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-24,5688,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-24,4309,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-24,5522,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-25,6319,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-25,7790,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-25,5034,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-25,3736,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-25,4823,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-25,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-25,3038,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-25,5550,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-25,4009,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-25,5604,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
102,2014-06-26,4984,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
85,2014-06-26,5991,1,0,0,0,1870.0,0,0,b,a,No_Promo2
105,2014-06-26,3863,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
71,2014-06-26,6419,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
10,2014-06-26,4633,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-26,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
49,2014-06-26,4701,1,0,0,0,16160.0,0,0,d,c,No_Promo2
50,2014-06-26,2323,1,0,0,0,6260.0,0,0,d,a,No_Promo2
1115,2014-06-26,4422,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-26,5244,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-27,6627,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-27,7804,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-27,5313,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-27,4358,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-27,4626,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-27,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-27,3816,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-27,6789,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2014-06-27,5262,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-06-27,5152,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-28,5417,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-28,7234,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-28,5976,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-28,3073,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-28,4606,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-28,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-28,4555,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-28,7782,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2014-06-28,4468,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-06-28,7479,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-06-29,13465,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-29,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-29,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-29,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-29,0,0,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-29,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-29,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-29,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-29,0,0,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-29,0,0,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-06-30,9688,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-06-30,16143,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-06-30,15207,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-06-30,7664,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-06-30,7707,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-06-30,0,0,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-06-30,7752,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-06-30,10593,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-06-30,10667,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-06-30,15392,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-01,8273,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-01,13262,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-01,5836,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
102,2014-07-01,11458,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
10,2014-07-01,6192,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-01,0,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-01,5407,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-01,8945,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-01,8071,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-01,10484,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-02,8513,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-02,12849,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-02,10338,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-02,5944,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-02,5951,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-02,0,0,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-02,4924,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-02,7486,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-02,7214,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-02,9205,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-03,7083,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-03,11271,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-03,8029,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-03,5006,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-03,5637,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-03,0,0,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-03,4537,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-03,7361,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-03,6477,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-03,8664,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-04,7072,1,1,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-04,9884,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-04,6235,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-04,4830,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-04,5176,1,1,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-04,0,0,1,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-04,4332,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-04,6877,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1086,2014-07-04,7142,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2014-07-04,5958,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2014-07-05,5872,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-05,6870,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-05,5419,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-05,2706,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-05,5038,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-05,11123,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-05,4398,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-05,7573,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-05,7538,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-05,4716,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-06,13119,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-06,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-06,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
102,2014-07-06,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
10,2014-07-06,0,0,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-06,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-06,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-06,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-06,0,0,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-06,0,0,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-07,6241,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-07,8966,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-07,6439,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-07,4606,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-07,5614,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-07,18856,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-07,3236,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-07,5805,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-07,4656,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-07,5983,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-08,5920,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2014-07-08,7515,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-08,4283,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-08,3385,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-08,4830,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-08,14847,1,0,0,0,420.0,0,0,d,c,No_Promo2
49,2014-07-08,6488,1,0,0,0,16160.0,0,0,d,c,No_Promo2
50,2014-07-08,2993,1,0,0,0,6260.0,0,0,d,a,No_Promo2
1115,2014-07-08,4884,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-08,6332,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-09,6799,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2014-07-09,7395,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2014-07-09,3497,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2014-07-09,3529,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2014-07-09,3567,1,0,0,0,3160.0,0,0,a,a,No_Promo2
57,2014-07-09,11315,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2014-07-09,2933,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2014-07-09,5422,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2014-07-09,4559,1,0,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2014-07-09,5187,1,0,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2014-07-10,5666,1,0,0,1,1870.0,0,0,b,a,No_Promo2
